discover question id,question name,creator id,question starts at,question ends at,question description,question status,question published at,question resolved at,question correctness known at,use ordinal scoring,question created at,question tags,question challenges,discover answer id,answer name,answer initial probability,answer sort order,answer resolved at,answer resolved by user id,answer resolved probability,answer correctness known at,answer created at,clarification 1,clarification 2,clarification 3,IFP Generation Method,Country - Primary,Country - Secondary,Topic,Region,Non-state violence (Terrorism),Domain,Created By,Deaths,RCT,Controversial,Departure from Status Quo Resolution (Binary Only)
220,How many deaths perpetrated by Boko Haram will the Council on Foreign Relations report for July 2018?,3891,2018-03-21T16:30:00Z,2018-07-31T18:01:00Z,"The Council on Foreign Relations (CFR) <a href = ""https://www.cfr.org/nigeria/nigeria-security-tracker/p29483""target=""_blank"">Nigeria Security Tracker</a> reports on countrywide violence stemming from political, economic and social grievances. The question will be resolved using data downloaded from CFR at: <a href = ""https://docs.google.com/spreadsheets/d/1_QY-l4xhMu5nZVluprOgRs6rUzgkkBemapdsg5lFzKU/pub?output=xlsx""target=""_blank"">https://docs.google.com/spreadsheets/d/1_QY-l4xhMu5nZVluprOgRs6rUzgkkBemapdsg5lFzKU/pub?output=xlsx</a>. Refer to the sheet entitled ‘NST Main Dataset.’ The count of deaths for the period of interest is obtained by summing the ‘Total Deaths’ column for events in which Boko Haram is identified as a perpetrator (in the ‘Boko Haram (P)’ column) and ‘Date’ falls in the period of interest. Question will be resolved when the data is released, likely the week after the period of interest.",resolved,2018-03-21T16:30:13Z,2018-08-07T17:33:23Z,2018-08-07T16:45:58Z,TRUE,2018-03-12T16:09:16Z,[],[],624,More than 260,0.2,4,2018-08-07T17:33:23Z,4163,0,2018-08-07T16:45:58Z,2018-03-12T16:09:16Z,,,,Data-Driven (R Script),Nigeria,N/A - Not Country-specific,,Africa,Yes,Politics/International Relations,MITRE,Yes,RCT-A,,
221,What will be the monthly Period-over-Period change in the consumer price index (CPI) for Malawi in April (Month 04) 2018?,3891,2018-03-21T16:30:10Z,2018-04-30T18:01:10Z,"This question will be resolved using data from the International Monetary Fund (<a href = ""http://data.imf.org/regular.aspx?key=61015893""target=""_blank"">http://data.imf.org/regular.aspx?key=61015893</a>). To access the relevant data: 
- Select the country of interest from the Country drop down menu
- Select 'Consumer Price Index, All Items' from the Indicator drop down menu. 
The relevant row is: 'Malawi, Consumer Price Index, All Items,' and the relevant column is '2018M04'. Question will be resolved based on initially reported values.",resolved,2018-03-21T16:30:13Z,2018-07-27T17:50:06Z,2018-07-26T19:22:30Z,TRUE,2018-03-12T16:54:22Z,[],[],625,Less than -0.8,0.2,0,2018-07-27T17:50:06Z,4163,1,2018-07-26T19:22:30Z,2018-03-12T16:54:22Z,,,,Data-Driven (R Script),Malawi,N/A - Not Country-specific,Consumer price index,Africa,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
221,What will be the monthly Period-over-Period change in the consumer price index (CPI) for Malawi in April (Month 04) 2018?,3891,2018-03-21T16:30:10Z,2018-04-30T18:01:10Z,"This question will be resolved using data from the International Monetary Fund (<a href = ""http://data.imf.org/regular.aspx?key=61015893""target=""_blank"">http://data.imf.org/regular.aspx?key=61015893</a>). To access the relevant data: 
- Select the country of interest from the Country drop down menu
- Select 'Consumer Price Index, All Items' from the Indicator drop down menu. 
The relevant row is: 'Malawi, Consumer Price Index, All Items,' and the relevant column is '2018M04'. Question will be resolved based on initially reported values.",resolved,2018-03-21T16:30:13Z,2018-07-27T17:50:06Z,2018-07-26T19:22:30Z,TRUE,2018-03-12T16:54:22Z,[],[],626,"Between -0.8 and 2.4, inclusive",0.2,1,2018-07-27T17:50:06Z,4163,0,2018-07-26T19:22:30Z,2018-03-12T16:54:22Z,,,,Data-Driven (R Script),Malawi,N/A - Not Country-specific,Consumer price index,Africa,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
221,What will be the monthly Period-over-Period change in the consumer price index (CPI) for Malawi in April (Month 04) 2018?,3891,2018-03-21T16:30:10Z,2018-04-30T18:01:10Z,"This question will be resolved using data from the International Monetary Fund (<a href = ""http://data.imf.org/regular.aspx?key=61015893""target=""_blank"">http://data.imf.org/regular.aspx?key=61015893</a>). To access the relevant data: 
- Select the country of interest from the Country drop down menu
- Select 'Consumer Price Index, All Items' from the Indicator drop down menu. 
The relevant row is: 'Malawi, Consumer Price Index, All Items,' and the relevant column is '2018M04'. Question will be resolved based on initially reported values.",resolved,2018-03-21T16:30:13Z,2018-07-27T17:50:06Z,2018-07-26T19:22:30Z,TRUE,2018-03-12T16:54:22Z,[],[],627,More than 2.4 but less than 5.2,0.2,2,2018-07-27T17:50:06Z,4163,0,2018-07-26T19:22:30Z,2018-03-12T16:54:22Z,,,,Data-Driven (R Script),Malawi,N/A - Not Country-specific,Consumer price index,Africa,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
221,What will be the monthly Period-over-Period change in the consumer price index (CPI) for Malawi in April (Month 04) 2018?,3891,2018-03-21T16:30:10Z,2018-04-30T18:01:10Z,"This question will be resolved using data from the International Monetary Fund (<a href = ""http://data.imf.org/regular.aspx?key=61015893""target=""_blank"">http://data.imf.org/regular.aspx?key=61015893</a>). To access the relevant data: 
- Select the country of interest from the Country drop down menu
- Select 'Consumer Price Index, All Items' from the Indicator drop down menu. 
The relevant row is: 'Malawi, Consumer Price Index, All Items,' and the relevant column is '2018M04'. Question will be resolved based on initially reported values.",resolved,2018-03-21T16:30:13Z,2018-07-27T17:50:06Z,2018-07-26T19:22:30Z,TRUE,2018-03-12T16:54:22Z,[],[],628,"Between 5.2 and 8.4, inclusive",0.2,3,2018-07-27T17:50:06Z,4163,0,2018-07-26T19:22:30Z,2018-03-12T16:54:22Z,,,,Data-Driven (R Script),Malawi,N/A - Not Country-specific,Consumer price index,Africa,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
221,What will be the monthly Period-over-Period change in the consumer price index (CPI) for Malawi in April (Month 04) 2018?,3891,2018-03-21T16:30:10Z,2018-04-30T18:01:10Z,"This question will be resolved using data from the International Monetary Fund (<a href = ""http://data.imf.org/regular.aspx?key=61015893""target=""_blank"">http://data.imf.org/regular.aspx?key=61015893</a>). To access the relevant data: 
- Select the country of interest from the Country drop down menu
- Select 'Consumer Price Index, All Items' from the Indicator drop down menu. 
The relevant row is: 'Malawi, Consumer Price Index, All Items,' and the relevant column is '2018M04'. Question will be resolved based on initially reported values.",resolved,2018-03-21T16:30:13Z,2018-07-27T17:50:06Z,2018-07-26T19:22:30Z,TRUE,2018-03-12T16:54:22Z,[],[],629,More than 8.4,0.2,4,2018-07-27T17:50:06Z,4163,0,2018-07-26T19:22:30Z,2018-03-12T16:54:22Z,,,,Data-Driven (R Script),Malawi,N/A - Not Country-specific,Consumer price index,Africa,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
222,How many 'hacking or malware (HACK)' data breaches will Privacy Rights Clearinghouse record in April 2018?,3891,2018-03-21T16:30:22Z,2018-04-30T18:01:22Z,"This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (<a href = ""https://www.privacyrights.org/data-breaches""target=""_blank"">https://www.privacyrights.org/data-breaches</a>). To access the relevant data: *UPDATED instructions as of 27 March (see 'clarification' tab)*
- Select 'Hacking or Malware (HACK)' as the type of breach,
- Click 'Search Data Breaches',
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest. 
The question will be resolved using data from the last day of the following month.",resolved,2018-03-21T16:30:13Z,2018-06-06T17:39:57Z,2018-06-06T17:37:43Z,TRUE,2018-03-12T17:14:20Z,[],[],630,Less than 15,0.2,0,2018-06-06T17:39:57Z,1043,0,2018-06-06T17:37:43Z,2018-03-12T17:14:20Z,,,"Because some events listed in the Privacy Rights Clearinghouse may have occurred in 2017 or earlier but not made public until 2018, you should download all available data and sort by ‘Date Made Public’ to count the number of entries made public in a given month. Updated resolution criteria will state: 

This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (https://www.privacyrights.org/data-breaches). To access the relevant data: 
- Select 'Hacking or Malware (HACK)' as the type of breach, 
- Click 'Search Data Breaches', 
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest (if necessary, sort on ‘Date Made Public’). 
The question will be resolved using data from the last day of the following month.
",Data-Driven (R Script),N/A - Not Country-specific,N/A - Not Country-specific,Cyber attacks,Global,No,Politics/International Relations,MITRE,No,RCT-A,,
222,How many 'hacking or malware (HACK)' data breaches will Privacy Rights Clearinghouse record in April 2018?,3891,2018-03-21T16:30:22Z,2018-04-30T18:01:22Z,"This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (<a href = ""https://www.privacyrights.org/data-breaches""target=""_blank"">https://www.privacyrights.org/data-breaches</a>). To access the relevant data: *UPDATED instructions as of 27 March (see 'clarification' tab)*
- Select 'Hacking or Malware (HACK)' as the type of breach,
- Click 'Search Data Breaches',
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest. 
The question will be resolved using data from the last day of the following month.",resolved,2018-03-21T16:30:13Z,2018-06-06T17:39:57Z,2018-06-06T17:37:43Z,TRUE,2018-03-12T17:14:20Z,[],[],631,"Between 15 and 24, inclusive",0.2,1,2018-06-06T17:39:57Z,1043,0,2018-06-06T17:37:43Z,2018-03-12T17:14:20Z,,,"Because some events listed in the Privacy Rights Clearinghouse may have occurred in 2017 or earlier but not made public until 2018, you should download all available data and sort by ‘Date Made Public’ to count the number of entries made public in a given month. Updated resolution criteria will state: 

This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (https://www.privacyrights.org/data-breaches). To access the relevant data: 
- Select 'Hacking or Malware (HACK)' as the type of breach, 
- Click 'Search Data Breaches', 
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest (if necessary, sort on ‘Date Made Public’). 
The question will be resolved using data from the last day of the following month.
",Data-Driven (R Script),N/A - Not Country-specific,N/A - Not Country-specific,Cyber attacks,Global,No,Politics/International Relations,MITRE,No,RCT-A,,
222,How many 'hacking or malware (HACK)' data breaches will Privacy Rights Clearinghouse record in April 2018?,3891,2018-03-21T16:30:22Z,2018-04-30T18:01:22Z,"This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (<a href = ""https://www.privacyrights.org/data-breaches""target=""_blank"">https://www.privacyrights.org/data-breaches</a>). To access the relevant data: *UPDATED instructions as of 27 March (see 'clarification' tab)*
- Select 'Hacking or Malware (HACK)' as the type of breach,
- Click 'Search Data Breaches',
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest. 
The question will be resolved using data from the last day of the following month.",resolved,2018-03-21T16:30:13Z,2018-06-06T17:39:57Z,2018-06-06T17:37:43Z,TRUE,2018-03-12T17:14:20Z,[],[],632,More than 24 but less than 33,0.2,2,2018-06-06T17:39:57Z,1043,1,2018-06-06T17:37:43Z,2018-03-12T17:14:20Z,,,"Because some events listed in the Privacy Rights Clearinghouse may have occurred in 2017 or earlier but not made public until 2018, you should download all available data and sort by ‘Date Made Public’ to count the number of entries made public in a given month. Updated resolution criteria will state: 

This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (https://www.privacyrights.org/data-breaches). To access the relevant data: 
- Select 'Hacking or Malware (HACK)' as the type of breach, 
- Click 'Search Data Breaches', 
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest (if necessary, sort on ‘Date Made Public’). 
The question will be resolved using data from the last day of the following month.
",Data-Driven (R Script),N/A - Not Country-specific,N/A - Not Country-specific,Cyber attacks,Global,No,Politics/International Relations,MITRE,No,RCT-A,,
222,How many 'hacking or malware (HACK)' data breaches will Privacy Rights Clearinghouse record in April 2018?,3891,2018-03-21T16:30:22Z,2018-04-30T18:01:22Z,"This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (<a href = ""https://www.privacyrights.org/data-breaches""target=""_blank"">https://www.privacyrights.org/data-breaches</a>). To access the relevant data: *UPDATED instructions as of 27 March (see 'clarification' tab)*
- Select 'Hacking or Malware (HACK)' as the type of breach,
- Click 'Search Data Breaches',
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest. 
The question will be resolved using data from the last day of the following month.",resolved,2018-03-21T16:30:13Z,2018-06-06T17:39:57Z,2018-06-06T17:37:43Z,TRUE,2018-03-12T17:14:20Z,[],[],633,"Between 33 and 45, inclusive",0.2,3,2018-06-06T17:39:57Z,1043,0,2018-06-06T17:37:43Z,2018-03-12T17:14:20Z,,,"Because some events listed in the Privacy Rights Clearinghouse may have occurred in 2017 or earlier but not made public until 2018, you should download all available data and sort by ‘Date Made Public’ to count the number of entries made public in a given month. Updated resolution criteria will state: 

This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (https://www.privacyrights.org/data-breaches). To access the relevant data: 
- Select 'Hacking or Malware (HACK)' as the type of breach, 
- Click 'Search Data Breaches', 
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest (if necessary, sort on ‘Date Made Public’). 
The question will be resolved using data from the last day of the following month.
",Data-Driven (R Script),N/A - Not Country-specific,N/A - Not Country-specific,Cyber attacks,Global,No,Politics/International Relations,MITRE,No,RCT-A,,
222,How many 'hacking or malware (HACK)' data breaches will Privacy Rights Clearinghouse record in April 2018?,3891,2018-03-21T16:30:22Z,2018-04-30T18:01:22Z,"This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (<a href = ""https://www.privacyrights.org/data-breaches""target=""_blank"">https://www.privacyrights.org/data-breaches</a>). To access the relevant data: *UPDATED instructions as of 27 March (see 'clarification' tab)*
- Select 'Hacking or Malware (HACK)' as the type of breach,
- Click 'Search Data Breaches',
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest. 
The question will be resolved using data from the last day of the following month.",resolved,2018-03-21T16:30:13Z,2018-06-06T17:39:57Z,2018-06-06T17:37:43Z,TRUE,2018-03-12T17:14:20Z,[],[],634,More than 45,0.2,4,2018-06-06T17:39:57Z,1043,0,2018-06-06T17:37:43Z,2018-03-12T17:14:20Z,,,"Because some events listed in the Privacy Rights Clearinghouse may have occurred in 2017 or earlier but not made public until 2018, you should download all available data and sort by ‘Date Made Public’ to count the number of entries made public in a given month. Updated resolution criteria will state: 

This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (https://www.privacyrights.org/data-breaches). To access the relevant data: 
- Select 'Hacking or Malware (HACK)' as the type of breach, 
- Click 'Search Data Breaches', 
- Download the 'Data Breach File', 
- Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest (if necessary, sort on ‘Date Made Public’). 
The question will be resolved using data from the last day of the following month.
",Data-Driven (R Script),N/A - Not Country-specific,N/A - Not Country-specific,Cyber attacks,Global,No,Politics/International Relations,MITRE,No,RCT-A,,
223,"Will FEWS NET publish a Food Security Alert with ""famine"" and ""Ethiopia"" in its headline between 27 April 2018 and 31 July 2018?",3891,2018-04-25T16:30:17Z,2018-07-31T18:01:12Z,"The <a href = ""http://www.fews.net/about-us""target=""_blank"">Famine Early Warning Systems Network</a> provides early warning and analysis on acute food insecurity around the world. Question will resolve as ""yes"" if FEWS NET publishes one or more Food Security Alert(s) in the time period of interest that includes the words ""famine"" and the country of interest in its headline (<a href = ""https://www.fews.net/search?date_range=All&field_report_type%5B%5D=78&keywords=&field_report_coverage_period_value=&field_report_coverage_period_value_1=&sort_by=field_report_coverage_period_value&sort_order=DESC&report_sort_by=DESC""target=""_blank"">FEWS NET Search</a>).",resolved,2018-04-25T16:30:16Z,2018-08-02T17:26:02Z,2018-08-02T15:17:43Z,FALSE,2018-03-12T17:52:28Z,[],[],635,Yes,0.5,0,2018-08-02T17:26:02Z,4163,0,2018-08-02T15:17:43Z,2018-03-12T17:52:28Z,,,,Data-Driven (R Script),Ethiopia,N/A - Not Country-specific,FEWSNET alerts,Africa,No,Politics/International Relations,MITRE,No,RCT-A,Performer,
224,What will be the closing value of the Hungarian Forint (HUF) to one U.S. Dollar daily exchange rate on 23 May 2018?,3891,2018-05-16T16:30:59Z,2018-05-22T18:01:59Z,"This question will be resolved using the closing value reported by Bloomberg for the date of interest (<a href=""https://www.bloomberg.com/quote/USDHUF:CUR""target=""_blank"">https://www.bloomberg.com/quote/USDHUF:CUR</a>). Question will be closed the day before the date of interest.",resolved,2018-05-16T16:30:03Z,2018-05-25T18:56:03Z,2018-05-25T18:55:31Z,TRUE,2018-03-12T18:15:09Z,[],[],636,Less than 255,0.2,0,2018-05-25T18:56:03Z,3891,0,2018-05-25T18:55:31Z,2018-03-12T18:15:09Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Foreign exchange rate,Europe,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
224,What will be the closing value of the Hungarian Forint (HUF) to one U.S. Dollar daily exchange rate on 23 May 2018?,3891,2018-05-16T16:30:59Z,2018-05-22T18:01:59Z,"This question will be resolved using the closing value reported by Bloomberg for the date of interest (<a href=""https://www.bloomberg.com/quote/USDHUF:CUR""target=""_blank"">https://www.bloomberg.com/quote/USDHUF:CUR</a>). Question will be closed the day before the date of interest.",resolved,2018-05-16T16:30:03Z,2018-05-25T18:56:03Z,2018-05-25T18:55:31Z,TRUE,2018-03-12T18:15:09Z,[],[],637,"Between  255 and 260, inclusive",0.2,1,2018-05-25T18:56:03Z,3891,0,2018-05-25T18:55:31Z,2018-03-12T18:15:09Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Foreign exchange rate,Europe,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
224,What will be the closing value of the Hungarian Forint (HUF) to one U.S. Dollar daily exchange rate on 23 May 2018?,3891,2018-05-16T16:30:59Z,2018-05-22T18:01:59Z,"This question will be resolved using the closing value reported by Bloomberg for the date of interest (<a href=""https://www.bloomberg.com/quote/USDHUF:CUR""target=""_blank"">https://www.bloomberg.com/quote/USDHUF:CUR</a>). Question will be closed the day before the date of interest.",resolved,2018-05-16T16:30:03Z,2018-05-25T18:56:03Z,2018-05-25T18:55:31Z,TRUE,2018-03-12T18:15:09Z,[],[],638,More than 260 but less than 265,0.2,2,2018-05-25T18:56:03Z,3891,0,2018-05-25T18:55:31Z,2018-03-12T18:15:09Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Foreign exchange rate,Europe,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
224,What will be the closing value of the Hungarian Forint (HUF) to one U.S. Dollar daily exchange rate on 23 May 2018?,3891,2018-05-16T16:30:59Z,2018-05-22T18:01:59Z,"This question will be resolved using the closing value reported by Bloomberg for the date of interest (<a href=""https://www.bloomberg.com/quote/USDHUF:CUR""target=""_blank"">https://www.bloomberg.com/quote/USDHUF:CUR</a>). Question will be closed the day before the date of interest.",resolved,2018-05-16T16:30:03Z,2018-05-25T18:56:03Z,2018-05-25T18:55:31Z,TRUE,2018-03-12T18:15:09Z,[],[],639,"Between 265 and 270, inclusive",0.2,3,2018-05-25T18:56:03Z,3891,0,2018-05-25T18:55:31Z,2018-03-12T18:15:09Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Foreign exchange rate,Europe,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
224,What will be the closing value of the Hungarian Forint (HUF) to one U.S. Dollar daily exchange rate on 23 May 2018?,3891,2018-05-16T16:30:59Z,2018-05-22T18:01:59Z,"This question will be resolved using the closing value reported by Bloomberg for the date of interest (<a href=""https://www.bloomberg.com/quote/USDHUF:CUR""target=""_blank"">https://www.bloomberg.com/quote/USDHUF:CUR</a>). Question will be closed the day before the date of interest.",resolved,2018-05-16T16:30:03Z,2018-05-25T18:56:03Z,2018-05-25T18:55:31Z,TRUE,2018-03-12T18:15:09Z,[],[],640,More than 270,0.2,4,2018-05-25T18:56:03Z,3891,1,2018-05-25T18:55:31Z,2018-03-12T18:15:09Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Foreign exchange rate,Europe,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
225,What will be the approval rate for Japan's cabinet in NHK's monthly survey in June 2018?,3891,2018-03-28T16:30:40Z,2018-06-30T18:01:40Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (<a href = ""https://www.nhk.or.jp/bunken/research/yoron/political/2018.html""target=""_blank"">https://www.nhk.or.jp/bunken/research/yoron/political/2018.html</a>). The cabinet approval rate is reported as 支持する (Support to) in the first table 内閣：安倍内閣 (Cabinet: Abe Cabinet) on that page. Months are indicated by their corresponding number (e.g. 1月 = January). If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted. The question will be resolved using <a href = ""https://translate.google.com/translate?sl=auto&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=https%3A%2F%2Fwww.nhk.or.jp%2Fbunken%2Fresearch%2Fyoron%2Fpolitical%2F2018.html&edit-text=&act=url""target=""_blank"">Google Translate</a> services. ",resolved,2018-03-28T16:30:25Z,2018-06-11T17:58:31Z,2018-06-10T14:59:34Z,TRUE,2018-03-13T16:46:41Z,[],[],641,Less than 35,0.2,0,2018-06-11T17:58:31Z,3891,0,2018-06-10T14:59:34Z,2018-03-13T16:46:41Z,,,"In the event of Abe resigning as Prime Minister, this question will be resolved based on whatever Cabinet was in place at the time the survey was conducted.",Data-Driven (R Script),Japan,N/A - Not Country-specific,Leadership approval in Japan,Asia,No,Politics/International Relations,MITRE,No,RCT-A,,
225,What will be the approval rate for Japan's cabinet in NHK's monthly survey in June 2018?,3891,2018-03-28T16:30:40Z,2018-06-30T18:01:40Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (<a href = ""https://www.nhk.or.jp/bunken/research/yoron/political/2018.html""target=""_blank"">https://www.nhk.or.jp/bunken/research/yoron/political/2018.html</a>). The cabinet approval rate is reported as 支持する (Support to) in the first table 内閣：安倍内閣 (Cabinet: Abe Cabinet) on that page. Months are indicated by their corresponding number (e.g. 1月 = January). If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted. The question will be resolved using <a href = ""https://translate.google.com/translate?sl=auto&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=https%3A%2F%2Fwww.nhk.or.jp%2Fbunken%2Fresearch%2Fyoron%2Fpolitical%2F2018.html&edit-text=&act=url""target=""_blank"">Google Translate</a> services. ",resolved,2018-03-28T16:30:25Z,2018-06-11T17:58:31Z,2018-06-10T14:59:34Z,TRUE,2018-03-13T16:46:41Z,[],[],642,"Between 35 and 43, inclusive",0.2,1,2018-06-11T17:58:31Z,3891,1,2018-06-10T14:59:34Z,2018-03-13T16:46:41Z,,,"In the event of Abe resigning as Prime Minister, this question will be resolved based on whatever Cabinet was in place at the time the survey was conducted.",Data-Driven (R Script),Japan,N/A - Not Country-specific,Leadership approval in Japan,Asia,No,Politics/International Relations,MITRE,No,RCT-A,,
225,What will be the approval rate for Japan's cabinet in NHK's monthly survey in June 2018?,3891,2018-03-28T16:30:40Z,2018-06-30T18:01:40Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (<a href = ""https://www.nhk.or.jp/bunken/research/yoron/political/2018.html""target=""_blank"">https://www.nhk.or.jp/bunken/research/yoron/political/2018.html</a>). The cabinet approval rate is reported as 支持する (Support to) in the first table 内閣：安倍内閣 (Cabinet: Abe Cabinet) on that page. Months are indicated by their corresponding number (e.g. 1月 = January). If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted. The question will be resolved using <a href = ""https://translate.google.com/translate?sl=auto&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=https%3A%2F%2Fwww.nhk.or.jp%2Fbunken%2Fresearch%2Fyoron%2Fpolitical%2F2018.html&edit-text=&act=url""target=""_blank"">Google Translate</a> services. ",resolved,2018-03-28T16:30:25Z,2018-06-11T17:58:31Z,2018-06-10T14:59:34Z,TRUE,2018-03-13T16:46:41Z,[],[],643,More than 43 but less than 49,0.2,2,2018-06-11T17:58:31Z,3891,0,2018-06-10T14:59:34Z,2018-03-13T16:46:41Z,,,"In the event of Abe resigning as Prime Minister, this question will be resolved based on whatever Cabinet was in place at the time the survey was conducted.",Data-Driven (R Script),Japan,N/A - Not Country-specific,Leadership approval in Japan,Asia,No,Politics/International Relations,MITRE,No,RCT-A,,
225,What will be the approval rate for Japan's cabinet in NHK's monthly survey in June 2018?,3891,2018-03-28T16:30:40Z,2018-06-30T18:01:40Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (<a href = ""https://www.nhk.or.jp/bunken/research/yoron/political/2018.html""target=""_blank"">https://www.nhk.or.jp/bunken/research/yoron/political/2018.html</a>). The cabinet approval rate is reported as 支持する (Support to) in the first table 内閣：安倍内閣 (Cabinet: Abe Cabinet) on that page. Months are indicated by their corresponding number (e.g. 1月 = January). If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted. The question will be resolved using <a href = ""https://translate.google.com/translate?sl=auto&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=https%3A%2F%2Fwww.nhk.or.jp%2Fbunken%2Fresearch%2Fyoron%2Fpolitical%2F2018.html&edit-text=&act=url""target=""_blank"">Google Translate</a> services. ",resolved,2018-03-28T16:30:25Z,2018-06-11T17:58:31Z,2018-06-10T14:59:34Z,TRUE,2018-03-13T16:46:41Z,[],[],644,"Between 49 and 57, inclusive",0.2,3,2018-06-11T17:58:31Z,3891,0,2018-06-10T14:59:34Z,2018-03-13T16:46:41Z,,,"In the event of Abe resigning as Prime Minister, this question will be resolved based on whatever Cabinet was in place at the time the survey was conducted.",Data-Driven (R Script),Japan,N/A - Not Country-specific,Leadership approval in Japan,Asia,No,Politics/International Relations,MITRE,No,RCT-A,,
225,What will be the approval rate for Japan's cabinet in NHK's monthly survey in June 2018?,3891,2018-03-28T16:30:40Z,2018-06-30T18:01:40Z,"This question will be resolved using the approval rate reported for the time of interest on Nippon Hōsō Kyōkai (NHK)'s website (<a href = ""https://www.nhk.or.jp/bunken/research/yoron/political/2018.html""target=""_blank"">https://www.nhk.or.jp/bunken/research/yoron/political/2018.html</a>). The cabinet approval rate is reported as 支持する (Support to) in the first table 内閣：安倍内閣 (Cabinet: Abe Cabinet) on that page. Months are indicated by their corresponding number (e.g. 1月 = January). If NHK conducts more than one survey in a month, question resolution will be based on the first set of results posted. The question will be resolved using <a href = ""https://translate.google.com/translate?sl=auto&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=https%3A%2F%2Fwww.nhk.or.jp%2Fbunken%2Fresearch%2Fyoron%2Fpolitical%2F2018.html&edit-text=&act=url""target=""_blank"">Google Translate</a> services. ",resolved,2018-03-28T16:30:25Z,2018-06-11T17:58:31Z,2018-06-10T14:59:34Z,TRUE,2018-03-13T16:46:41Z,[],[],645,More than 57,0.2,4,2018-06-11T17:58:31Z,3891,0,2018-06-10T14:59:34Z,2018-03-13T16:46:41Z,,,"In the event of Abe resigning as Prime Minister, this question will be resolved based on whatever Cabinet was in place at the time the survey was conducted.",Data-Driven (R Script),Japan,N/A - Not Country-specific,Leadership approval in Japan,Asia,No,Politics/International Relations,MITRE,No,RCT-A,,
